F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,Target
38.18,-3.09,10.96,2.09,-9.08,-773.19,140.34,USA,5,1609.92,-309.06,4,-1535.46,-22.01,High,10052.19,1661.04
0.01,1.16,15.5,4.65,-2.82,-800.07,164.72,Rest,3,456.27,-406.62,8,-2334.7,-27.9,Very low,22700.34,2795.55
0.02,-0.91,6.38,3.36,-16.4,-773.97,97.94,UK,4,2157.27,-184.23,12,-2619.04,-19.29,Low,25346.97,0
11.08,-5.05,3.66,8.65,-11.6,-834.45,10.12,UK,3,3982.65,-308.79,10,-2232.36,-25.29,Medium,30121.38,0
0.01,4.79,1.52,1.57,-13.02,-825.54,80.26,UK,3,1444.74,-234.21,10,-1664.9,-26.21,Medium,20904.72,0
0.05,1.82,4.14,1.26,-16.8,-747.78,168.18,USA,4,1185.84,-351.75,10,-3331.74,-11.8,Very high,27372.06,0
10.42,1.11,4.4,1.24,-3.5,-725.82,43.86,Rest,3,1924.71,-171.84,4,-2538.28,-24.84,Very low,27989.82,0
0.23,-1.65,10.56,5.93,-7.82,-782.1,42.56,UK,1,94.53,-373.65,4,-2336.52,-21.68,Very high,17478.78,1380.56
12.79,-3.4,1.94,1.05,-6.32,-1012.86,90.96,Europe,3,1936.53,-272.13,10,-2744.22,-19.46,Low,24488.37,0
0.4,0.07,38.62,0.85,-8.56,-767.01,144.86,Europe,3,2999.25,-227.37,8,-1485.7,-19.05,High,-35082.45,1716.41
0.43,-1.13,13.7,4.43,-7.62,-785.34,26.72,Europe,4,2269.86,-350.07,6,-1496.76,-20.94,Very high,31206.03,460.81
7.94,-3.72,10.04,3.41,-3.42,-713.64,150.68,UK,3,802.32,-519.33,12,-2150.4,-23.24,Low,29358.84,347.84
0.09,-1.57,0.94,0.33,-22.68,-877.77,107.24,UK,5,1257.21,-331.35,4,-1179.84,-24.39,Very low,18192.66,0
8.51,6.81,5.68,4.87,-8.14,-845.52,108.02,Europe,7,2194.14,-311.94,6,-1543.84,-19.67,Low,-2644.32,459.48
0,0.95,6.34,4.01,-19.26,-754.83,160.8,UK,5,2010.9,-297.21,4,-2329.12,-20.55,Very low,28784.76,794.17
0.15,0.89,7.36,3.96,-0.76,-799.17,226.88,Rest,3,526.2,-275.25,8,-1801.96,-20.51,Very high,30402.12,3684.1
0.02,-0.23,13.46,2.07,-9.8,-900.09,42.34,Rest,2,2707.5,-278.97,4,-1889.58,-15.46,High,9756.06,74.95
17.87,-2.02,4.1,4.38,-5.32,-788.13,62.86,UK,2,682.02,-341.07,4,-2013.32,-19.41,Low,15798.18,0
0.01,3.61,5.7,1.57,-1.76,-829.92,115.1,UK,2,1698.18,-252.69,16,-2204.9,-16.52,High,31002.27,0
14.1,1.25,9.24,1.61,-4.56,-836.88,31.4,USA,2,1746.66,-256.86,10,-3039.82,-18.18,High,26796.75,0
12.33,0.89,3.58,2.26,-1.9,-772.59,83.54,Rest,4,287.13,-320.85,4,-2616.34,-25.36,Medium,16025.73,80.16
0.11,0.38,1.38,2.38,4.88,-1086.63,99.9,UK,2,-969.66,-360.57,8,-1326.74,-16.31,Very low,23180.34,26.4
0.09,-3.56,18.5,5.21,-14.82,-795.96,175.12,Europe,5,1122.69,-487.5,10,-2148.58,-20.11,High,38403.63,1409.07
0.01,3.38,7.88,9.32,-0.9,-769.14,153.32,Europe,2,1021.71,-358.5,12,-2135.48,-26.26,Low,34038.9,461.26
17.08,-0.76,9.12,3.42,-9.78,-835.17,130.66,UK,0,1150.95,-392.88,6,-2402.26,-20.22,Medium,16593.96,0
24.1,2.67,11.18,6.85,-9.8,-791.58,136.6,Europe,10,2897.85,-248.22,6,-2021.7,-22.55,Low,24984.99,1006.84
0.11,2.6,4.56,10.99,-20.16,-800.49,185.72,Europe,2,1193.34,-269.31,2,-1610.18,-20.3,Medium,28452.39,1491.63
4.67,0.14,10.2,4.28,-4.74,-725.61,186.54,Rest,1,641.76,-222.6,10,-2277.48,-19.98,Medium,20122.65,1668.45
91.83,-1.38,18.16,1.42,-10.32,-905.76,116.56,UK,6,667.56,-591.12,4,-2200.78,-32.88,Very high,21982.35,2770.51
0.04,2.56,6.98,2.73,-4.44,-763.38,151.2,UK,5,2026.32,-349.41,6,-1516.56,-15.32,Very low,11150.4,997.13
0.02,-0.76,3.68,4.56,-13,-794.61,140.16,USA,3,1591.41,-408.84,14,-1698.76,-13.97,Low,56382.45,0
0.03,1.41,4.7,3.57,-9.18,-701.82,167.62,USA,2,1432.14,-344.55,4,-1687.54,-20.07,Very low,2924.7,664.94
0.03,1.16,12.82,5.97,-12.6,-874.92,93.22,UK,3,1544.91,-348.63,8,-2468.62,-22.26,High,36380.31,1125.95
6.62,-3.84,1.9,4.45,-3.32,-805.83,144.14,Rest,5,766.11,-341.04,10,-2365.24,-9.85,Very low,19862.82,73.27
7.48,-2.87,4.58,2.83,-5.38,-812.64,226.84,Rest,4,2745.45,-391.32,4,-2104.76,-21.19,Low,33636.09,1331.55
120.82,-2.11,8.08,0.93,-3.1,-807.63,90.16,Europe,4,1931.76,-233.76,10,-2310.18,-13.28,High,32470.83,0
0.14,-8.88,9.6,1.61,4.66,-711.96,32.72,Rest,4,1551.48,-387.3,12,-1063.96,-24.6,High,23543.04,143.61
0.32,0.79,22.58,4.88,-4.48,-851.49,128.78,Europe,4,3461.25,-369.27,10,-2503.32,-26.36,High,22158.81,528.88
1.49,2.53,1.44,6.08,-9.36,-757.02,98.22,UK,2,1831.8,-443.25,10,-2291.28,-19.5,Medium,22063.53,0
2.01,1.98,4.16,2.91,3.38,-799.65,108.82,Rest,5,360.81,-388.68,6,-1807.48,-16.13,Low,25971.09,1092.21
51.58,0.88,12.9,3.55,-4.96,-922.29,127.96,USA,7,427.68,-447.81,4,-1905.26,-23.25,High,8712.84,2316.92
2256.24,-1.2,13.18,0.46,-2.64,-787.11,144.08,UK,4,2379.24,-326.22,6,-1278.04,-18.41,Medium,12487.05,1602.56
4.97,-1.1,8.46,9.31,-6.34,-888.42,98.44,USA,2,1482.96,-486.45,12,-2781.24,-18.77,Very low,21840.33,0
0.28,1.08,2.12,1.95,-16.32,-850.71,36.28,Europe,4,1958.22,-363.75,10,-2133.78,-22.2,High,22896.3,0
0.05,-1.18,8.7,8.11,-11.82,-870.3,126.1,Rest,5,1010.22,-394.89,10,-2634.98,-25.05,High,60865.86,2617.07
2.54,-2.97,4.58,2.57,-7.9,-430.26,111.1,USA,5,791.7,-326.67,6,-1118.2,-18.95,Medium,13377.3,1195.16
0.35,-5.62,3.94,0.76,-1.84,-762,57.3,UK,2,1396.71,-442.35,4,-1517.22,-20.28,Very high,34538.46,0
3.35,0.79,3.58,5,-14.78,-964.74,131.34,Rest,2,2309.94,-324.18,8,-1976.44,-18.12,High,20312.73,172.21
0,-1.6,5.9,2.04,3.04,-638.37,8.38,USA,2,1597.35,-425.58,12,-2030.66,-19.89,Very low,12759.36,0
0.48,1.09,8,6.46,-20.96,-851.61,192.74,USA,3,1838.61,-302.58,4,-1589.36,-21.56,Medium,20998.68,1903.25
1.95,1.2,6.56,3.58,-4.84,-884.55,40.68,USA,3,940.5,-332.85,2,-2355.6,-28.4,Medium,17797.23,133.95
0.87,1.3,12.5,3.57,-17.66,-788.31,63.04,Rest,6,2460.99,-224.07,8,-2207.46,-20.65,High,20487.57,616.01
0.06,-3.34,21.28,2.34,-20.54,-715.92,43.24,Rest,5,1337.61,-418.56,14,-2674.72,-23.21,Low,10503.6,0
4.85,0.91,12.16,2.57,-14.52,-716.67,166.3,UK,3,1483.8,-326.91,10,-1699.66,-19.29,Low,20105.22,1234.98
0.34,-1.16,25.74,3.99,-0.24,-1043.52,172.34,Europe,1,1320.69,-340.98,12,-2712.9,-22.08,Low,38844.54,580.12
2.45,-3.56,17.24,3.57,-6.58,-851.4,129.86,Rest,5,1953.54,-403.23,10,-1287.32,-22.72,Medium,18449.61,3331.71
0.03,3.47,10.24,2.27,-3.1,-765.69,95.54,UK,2,2676.24,-399.6,10,-2659.38,-25.06,High,34382.79,0
0.11,-0,1.92,5.13,-8.6,-989.46,65.64,UK,6,1299.24,-374.01,6,-1978.46,-19.41,Very low,-4123.05,0
0.28,4.16,10,7.02,-10.06,-771.33,165.58,Europe,9,276.21,-294.81,14,-3123.54,-20.25,Medium,21524.37,850.35
7.1,-1.86,6.06,7.35,-9.42,-860.43,22.12,Europe,4,224.1,-362.55,14,-1497.34,-17.18,Very low,19013.55,27.18
1154.89,-2.95,1.82,2.53,-14.1,-894.66,72.88,Europe,1,2177.13,-260.13,14,-2579.4,-17.62,Medium,39671.34,0
9.07,2.72,8.88,7.27,-10.44,-883.65,91.78,Rest,2,130.8,-368.76,8,-2096.06,-19.41,Low,19473.72,1318.04
1.84,0.64,6.6,2.14,-10.5,-767.58,120.96,Rest,5,1431.12,-385.71,8,-2576.64,-19.27,Medium,41418.75,112.05
0.64,0.76,5.98,5.34,-7.68,-793.86,117.5,Rest,1,3162.6,-381.84,12,-1966.08,-15.69,Low,15025.32,0
1.07,0.36,12.62,0.36,-2.96,-742.05,250.02,UK,2,1137.45,-553.5,12,-2601.88,-21.92,Medium,2845.59,1033.16
5.98,2.29,14.94,7.83,-23.5,-833.4,93.86,Rest,4,366.93,-237.36,10,-2267.82,-15.34,Very low,23005.26,2259.67
3.67,-3,3.14,1.69,-7.76,-627.06,55.14,Rest,3,2169.78,-468.78,8,-1251.18,-19.56,Very high,38381.73,0
0.22,-4.85,4.32,1.14,1.24,-752.28,190.08,Europe,2,761.37,-468.42,8,-1675.16,-15.86,Low,33168.84,261.65
0.02,-2.68,1.96,5.56,-0.18,-783.9,102.04,USA,6,-9.33,-391.41,8,-2600.36,-20.36,Very low,26154.06,345.06
1.64,-2.66,3.24,5.22,-1.34,-797.61,152.18,Europe,5,81.09,-345.72,6,-1903.46,-20.8,High,10247.67,957.84
0,4.39,11.58,2.74,-12.94,-766.98,56.36,USA,3,2700.51,-358.83,8,-1558.04,-19.46,Medium,24925.95,44.07
58.8,3.02,8.22,3.47,-4.48,-806.97,185.46,UK,3,1636.05,-365.37,6,-2233.48,-18.76,High,28943.01,1760.14
0.62,1.61,3.38,4.77,-8.4,-923.58,60.6,Europe,3,3760.05,-377.58,12,-3415.18,-21.55,Medium,482.91,0
0.21,-3.2,6.52,3.07,-4.48,-874.83,29.78,Europe,7,1641.96,-239.46,6,-1845.74,-22.16,Very low,20551.89,13.95
0.37,4.59,5.86,0.96,-7.12,-852.12,170.9,USA,3,1593.72,-348.96,0,-1948.12,-21.79,Low,24485.28,846.37
0.02,-0.15,12.86,1.75,-1.34,-915.96,157.22,USA,3,1406.16,-445.98,6,-1450.98,-21.55,Very high,24145.35,1805.17
2.26,-0.32,3.3,1.22,-14.66,-868.35,162.7,Europe,3,1106.31,-461.76,6,-2513.96,-16.76,Very high,31551.6,222.73
0,2.45,9.98,5.85,-11,-908.04,80.44,Europe,1,-15.45,-357.03,6,-2720.18,-22.74,Very low,9037.5,93.74
10.01,2.45,4.12,8,-4.72,-824.55,54.96,Rest,1,1653.42,-396.24,12,-704.34,-20.92,Medium,35166.81,311.36
11.21,0.37,6.94,6.38,-10.96,-478.17,185.72,UK,5,778.98,-307.05,8,-2160.72,-20.12,Low,20894.49,2314.75
0.24,-1.99,12.76,7.95,-10.24,-591.21,156.36,USA,3,443.58,-249.12,10,-2770.54,-19.32,Low,21449.19,1246.22
2.7,-5,15.44,2.63,0.26,-801.75,73.54,Europe,1,1232.4,-444.66,8,-1356.26,-18.54,Medium,18754.38,320.19
2.24,-1,3.28,5.06,-13.6,-907.92,71.56,USA,4,104.28,-414.27,12,-1984.52,-21.73,High,33667.71,371.23
14.24,-1.67,3.34,2.66,-3.94,-778.14,26.4,Europe,4,1812.78,-319.35,8,-2382.34,-22.14,Medium,24302.97,0
1.31,-0.91,5.1,2.09,-16.88,-787.83,45.7,Rest,4,-1133.82,-365.55,12,-1163.2,-19.53,Very high,26589.45,1737.77
0.06,4.17,7.3,4.85,-0.18,-983.34,143.16,Europe,4,1338.69,-361.86,12,-2657.94,-19.17,Very high,24211.26,297.18
0.15,-0.69,7.86,4.4,-10.7,-735.48,255.68,Europe,5,480.78,-272.07,8,-1725.52,-20.13,High,21958.08,1727.23
1.99,1.08,6.86,7.55,-15.52,-755.1,190.76,USA,7,740.4,-365.58,8,-2207.7,-19.41,Medium,25001.91,2165.69
17.03,-2.35,12.96,2.54,-14.32,-681.96,226.22,USA,4,2318.64,-349.62,6,-2294.1,-19.28,High,31197.45,1621.01
1.2,-0.63,1.46,2.55,-9.2,-909,123.9,Europe,4,453.66,-429.15,10,-3049.8,-15.97,Very low,31343.46,0
1.29,-3.76,6.82,0.5,-14.52,-801.78,229.16,USA,7,1818.9,-450.03,8,-3049.62,-28.21,Low,26405.43,567.82
0.01,-6.97,4.32,5.05,-10.54,-488.55,128.62,USA,6,363.09,-311.28,16,-2097.26,-22.27,Very high,27031.38,964.09
13.54,-4.05,7.84,4.3,-13.92,-772.41,151.7,Europe,3,1646.37,-207.12,6,-1652.94,-24.23,Very high,34175.91,789.57
0.19,-1.09,5.52,0.8,-4.68,-893.34,120.02,Europe,1,745.56,-348.33,8,-3695.78,-21.98,Very high,15893.01,0
0.01,-1.12,17.88,1.64,-5.2,-649.68,139.7,UK,5,2166.45,-261.84,6,-2550.92,-22.13,Very high,13987.68,2186.52
93.09,-1.23,13.88,6.52,-9.9,-775.02,98.42,Europe,4,2048.55,-391.02,8,-1769.62,-19.49,Low,23007.81,494.3
0,-2.48,18.1,3.45,-14.88,-785.31,90.82,USA,1,-432.33,-429.69,6,-1293.02,-17.78,Low,30050.85,1721.82
0.11,-2.72,4.02,2.46,-6.56,-764.64,173.9,UK,2,1695.69,-303.66,6,-3015.42,-19.45,Low,23878.11,0
4.48,-1.47,7.38,3.25,-5.08,-513.75,148.5,USA,3,529.62,-430.56,10,-1026.14,-17.45,Very high,26432.37,1699.59
8.79,2.74,6.54,4.88,-10,-678.54,31.94,Rest,3,947.31,-375.33,10,-1347.14,-23.89,Very high,32238.39,677.49
1.76,0.35,3.24,2.77,-1.14,-815.46,27.94,UK,10,2372.52,-316.62,6,-2344.98,-19.25,Low,24833.73,0
1647.18,-1.59,3.66,1.33,-11.62,-630.36,120.14,USA,3,570.03,-453.51,2,-784.82,-19.44,Very low,22884.09,928.76
1.02,2.1,12.26,2.45,-15.52,-796.8,177.68,Europe,4,1226.52,-392.22,10,-2089.4,-17.68,Medium,37167.99,575.19
11.77,-2.21,1.66,4.23,-8.18,-729.39,179.14,UK,6,-973.86,-178.08,8,-2368.86,-21.64,High,22135.35,2511.1
402.77,1.81,6.14,1.33,-10.12,-272.19,38.58,Europe,5,368.04,-270.21,12,-1788.26,-16.5,Very low,31270.41,0
5.94,1.93,1.82,6.15,-12.4,-625.83,161.9,USA,3,1042.89,-397.14,8,-1900.7,-11.42,Medium,44128.74,887.02
439.52,0.65,7.44,6.99,-8.92,-817.05,74.52,Rest,4,3401.46,-456.99,14,-2187.8,-24.54,Very high,20357.76,0
3.54,0.9,1.4,1.33,-6.26,-808.83,27.52,Europe,5,3229.41,-406.53,6,-2042.46,-21.3,Medium,23514.48,0
8.23,2.81,4.7,2.6,-18.86,-801.33,123.52,Rest,2,1236.12,-291.84,6,-1473.68,-18.06,Very high,28758.9,1515.56
66.55,0.33,6.2,4.76,-3.08,-881.97,88.84,USA,8,2520.87,-375.27,4,-365.44,-21.34,Very low,13463.82,1523.13
1.16,-5.24,2.24,3.07,-6.22,-826.86,1.08,Europe,2,483.24,-269.52,4,-2611.62,-20.28,Low,57615.42,0
50.84,-1.15,20.98,4.25,-8.68,-718.95,126.28,USA,2,1272.42,-332.16,6,-3121.52,-13.02,Very low,14778.39,615.93
0.13,-2.72,0.52,2.07,-2.52,-922.53,200.82,Rest,2,763.32,-280.8,6,-1425.46,-8.76,High,25876.14,2349.49
0.03,0.4,15.26,3.75,-20.52,-1014,150.78,Europe,3,942.09,-325.05,12,-1865.26,-23.67,Very low,25909.53,434.07
1.61,-0.87,3.46,5.55,-5.24,-916.35,86.24,USA,6,1702.53,-319.95,2,-3037.3,-22.32,Very low,51873.78,0
1.18,-1.2,1.64,6.96,-12.42,-1045.98,136.5,Europe,3,153.06,-403.8,14,-3754.26,-20.81,Very low,5309.28,0
2.73,2.79,13.76,4.88,-6.38,-995.37,90.92,USA,4,888.81,-439.71,6,-2002.58,-26.88,Low,31224.72,1131.99
0.73,-0.97,4.5,2.63,-19.68,-846.81,63.7,UK,4,1734.57,-318.78,2,-3006.76,-18.94,Low,16460.82,0
8.86,0.76,17.84,2.55,0.2,-897.84,141.84,Europe,6,1545.24,-173.97,8,-2543.56,-15.76,Low,25806.45,578.59
2.43,-1.15,2.3,2.71,-16.34,-774.84,133.14,Rest,5,641.37,-474.78,12,-1330.7,-19.49,High,29978.79,1460.68
3.01,2.02,12.98,1.78,-14,-759.51,148.12,UK,5,1577.28,-420.24,10,-2094.2,-21.07,Medium,36619.41,1257.68
0.11,-2.86,7.24,0.72,-25.34,-852.15,104.26,Europe,2,662.73,-385.53,6,-2990.44,-25.15,Very high,22658.49,13.33
0.1,-0.54,8.02,0.94,-1.42,-741.09,226.36,Europe,5,-577.83,-428.97,8,-2897.02,-15.26,Low,38780.97,639.53
0.13,-0.83,2.7,8.96,-3.12,-729.18,152.34,USA,8,1859.58,-307.71,6,-1765.68,-17.96,High,18684.87,2128.83
617.59,-0.84,6.34,7.86,-2.56,-823.11,198.46,Rest,2,939.84,-422.22,10,-3011.2,-16.54,Medium,-16862.73,1248.21
2.28,-0,4.52,0.78,-1.26,-749.61,13.76,USA,2,2650.83,-598.2,16,-1914.64,-18.43,Very low,32610.33,0
234.1,4.85,17.76,6.76,-2.5,-794.85,80.7,UK,8,443.04,-343.35,6,-1397.94,-20.37,Very high,26564.67,2969.4
0.92,2.93,8.14,0.45,-13.18,-736.8,99.26,Rest,4,1831.26,-357.87,14,-2344.8,-18.27,Low,23244.69,0
0,0.72,4.94,8.32,-11.64,-862.14,111.22,USA,6,-292.59,-249.12,4,-2270.74,-25.77,Very high,38647.92,2308.05
1.92,0.99,2.56,2.37,-0.6,-801.96,189.1,Europe,7,3432.3,-581.37,4,-1426.38,-23.35,Medium,25779.93,546.71
1.5,-1.17,11.5,5.57,-8.64,-733.23,237.14,USA,3,-271.02,-433.35,6,-2342.06,-20.18,Very high,4260.51,2814.64
4.95,-0.59,21.64,7.01,-16.42,-810.03,190.8,USA,5,1570.53,-309.57,8,-1180.86,-19.04,High,17231.19,3435.4
0.01,3.43,3.38,3.95,-17.08,-795.81,85.12,UK,3,2639.46,-375.51,2,-1972.98,-22.35,Medium,-5389.83,0
0.01,0.24,6.72,0.58,0.62,-914.31,152.42,UK,9,-366.87,-338.85,6,-1571.54,-18.02,High,27987.15,2838.96
13.13,0.22,4,2.17,-23.02,-958.02,116,Rest,4,2465.37,-316.2,4,-2179.74,-22.46,Medium,22603.92,0
1.46,-0.59,1.98,3.74,-1.46,-819.51,147.24,Rest,3,2566.53,-283.56,8,-2301.78,-22.8,Low,5168.79,0
1.67,-3.37,11.26,3.31,-1.86,-849.93,93.04,Europe,3,1175.61,-380.31,6,-2625.42,-21.26,Low,27007.47,80.87
1.05,-1.32,8.7,10.49,-4.62,-802.05,77.8,USA,4,2399.43,-608.04,14,-2531.82,-16.73,Very low,18033.63,0
0,4.28,5.68,3.99,1.86,-1059.57,50.22,USA,4,1398.54,-488.4,2,-1491.84,-19.13,Low,20404.14,579.51
0.26,-7.4,1,2.08,1.84,-770.7,74.08,UK,3,335.13,-359.67,10,-2817.68,-15.45,Low,14621.94,0
5.16,0.46,16.88,3.45,-13.12,-841.98,155.32,USA,0,354,-431.91,12,-3001.08,-12.82,Very low,23517.78,80.82
0,3.7,6.56,3.15,-5.6,-623.55,309.68,UK,8,2100.03,-432.81,6,-2920.5,-24.04,Medium,25781.16,2760.11
131.45,-3.18,6.96,2.93,-13.54,-806.01,98.04,Rest,2,2980.86,-262.5,6,-984.4,-19.89,Very high,-17598.03,807.66
0.15,1.99,9.32,4.56,-8.38,-816.99,59,USA,3,120.84,-388.56,8,-1895,-24.59,Very low,24009.99,345.58
1.82,3.49,21.42,3.99,-5.32,-913.41,-13.14,UK,7,3404.16,-338.49,6,-3870.82,-25.46,Very low,41015.31,0
3.87,0.01,0.12,4.81,-10.02,-1146.3,70.04,Rest,1,789.75,-358.02,8,-2289.34,-27.58,Very high,28707.78,0
3.97,2.04,10.26,2.92,-11.34,-867.93,71.94,USA,3,696.18,-405.66,12,-2933.98,-18.99,Medium,23946.09,0
1.81,-0.15,1.28,3.5,-11.64,-832.65,245.6,Europe,7,223.53,-253.56,8,-2325.78,-21.5,High,23879.22,1142.75
0.05,-1.62,17.52,1.81,-5,-927.78,-15.24,Europe,7,4487.55,-325.8,8,-1964.88,-20.55,Very high,16348.17,0
3.87,3.3,8.2,2.34,-3.32,-785.67,15.32,USA,6,-519.96,-257.49,8,-3294.58,-21.82,Very low,21522.15,0
0.65,2.85,9.12,4.59,-5.44,-828.87,136.06,Europe,7,1799.82,-289.77,12,-1499.16,-16.26,High,30651,789.58
0.21,2.05,18.76,0.66,-1.28,-740.34,121.8,USA,2,1939.86,-502.29,6,-2131.54,-20.93,High,26733.69,906.84
0,-1.12,19.86,0.53,-3.72,-797.34,80.78,Europe,3,2216.82,-529.62,8,-2116.6,-20.54,Medium,30174.39,181.32
0.05,0.1,6.38,3.27,-13.12,-944.55,154.88,Europe,2,2217.63,-330.33,10,-1753.7,-15.24,Very high,19385.07,277.18
261.22,-3.49,13.08,14.62,-18.8,-681.51,24.82,Rest,5,1819.68,-430.05,8,-2153.44,-29.24,Low,11771.37,2846.23
45.62,0.29,9.16,1.31,-2.82,-743.55,169.1,Rest,3,1374.36,-489.87,14,-1571.92,-21.89,Low,20491.47,274.45
0.45,-0.59,1.8,0.89,-4.44,-840.45,89.16,USA,3,2702.94,-246.66,8,-1973.36,-15.03,Low,33820.5,0
0.27,-0.01,0.6,1.44,-5.98,-999.78,74.16,USA,5,2734.83,-339.36,12,-1766.38,-22.55,Medium,25385.79,0
319.02,1.53,5.3,0.77,6.9,-885.99,27.44,UK,1,40.29,-412.86,4,-1134.46,-25.76,Medium,25308.63,0
0.05,0.86,9.58,8.46,-12.82,-823.11,115.8,USA,4,2199.9,-473.76,8,-1887.2,-17.25,Low,22042.23,1027.79
0.04,2.33,21.86,5.6,3.68,-1072.38,187.28,USA,4,1599.48,-267.87,14,-2325,-14.81,High,19661.46,1988.69
0.16,2.98,21.6,5.57,-3.46,-890.04,28.2,Europe,6,1074.09,-286.86,2,-2009.68,-24.39,Medium,33953.82,1186.26
1.09,-0.58,5.44,3.31,-4.34,-682.62,57.96,Rest,5,1439.97,-318.18,0,-1889.9,-12.14,Very low,-743.46,338.93
0.63,0.42,6.32,2.87,-18.28,-710.52,154.32,UK,1,767.22,-226.74,6,-2440.08,-19.85,Low,18076.14,0
0.03,1.15,11.08,6.88,-3.04,-1208.61,105.18,USA,1,2093.61,-423.15,2,-2490.06,-21.65,High,25023.21,914.5
75.33,1.91,3.6,4.86,-6.24,-766.74,134.76,UK,4,-201.75,-373.86,14,-3215.16,-20.92,Medium,22745.7,0
0.02,-1.08,1.86,5.32,-4.58,-908.76,90.06,Rest,2,1753.02,-399.78,4,-2447.6,-14.64,Very low,24102.87,0
0.21,-0.32,5.82,3.03,-13.32,-742.41,26.86,UK,7,487.56,-409.83,14,-827.32,-22.04,High,26722.92,1012.83
0.02,8.57,1.74,0.21,-1.32,-504.87,105.2,UK,2,260.4,-276.39,8,-3131.88,-11.61,High,34779.51,0
0.06,-3.26,6.68,2.14,-4.7,-716.73,116.68,UK,1,3332.91,-363.42,0,-2352,-21.62,Medium,21206.46,0
38.22,-1.46,3.9,1.35,0.74,-966.15,149.5,Rest,3,1672.77,-334.11,2,-2758.06,-18.12,High,9352.26,190.31
6.59,2.72,8.18,1.83,-23.02,-1112.34,111.26,UK,5,356.97,-421.86,10,-1257.6,-22.56,Low,23664.66,1332.4
22.55,-0.54,9.22,5.49,-7.98,-1204.44,129.06,Europe,3,1379.22,-348.39,8,-2632.04,-17.59,Medium,18695.4,236.97
0.3,-6.57,9.4,5.19,-5.66,-786.84,77.76,Europe,4,1423.68,-174.54,10,-1466.58,-19.45,High,17651.16,459.92
1.98,-2.06,10.78,1.6,-10.3,-806.91,124.42,Rest,4,732.63,-416.58,8,-2208.72,-24.04,Very low,34750.23,340.67
15.4,-1.6,8.26,3.92,-18.88,-778.83,26.22,USA,5,546.57,-558.54,8,-1956.74,-21.98,Medium,34390.65,353.81
1015.73,-7.71,18.76,6.46,0.88,-799.83,144.28,USA,7,975.84,-334.29,8,-1740.46,-26.69,High,47625.33,2864.75
25.87,-3.29,10.26,4.63,-11.88,-919.17,134.06,Europe,3,871.35,-288.57,6,-1964.26,-20.19,Very low,13880.73,419.97
0.14,-0.47,6.2,4.14,-13.84,-600.33,105.98,UK,1,2036.13,-264.63,2,-2681.22,-15.91,Medium,22004.13,0
21.7,0.61,9.98,6.65,-14.2,-813.33,167.54,USA,3,974.07,-299.88,4,-1599.84,-16.6,Very low,36057.12,1743.61
2.49,3.78,7.5,2.12,-7.42,-822.03,121.38,Rest,7,1653.21,-485.97,12,-1938.34,-20.34,Very low,16841.19,110.25
0.75,-0.25,2.68,1.11,-9.1,-965.79,128.62,Europe,6,440.67,-323.16,10,-2438,-21.07,Very low,25418.76,0
15,-0.58,20.32,4.38,-5.1,-1029.24,128.38,Rest,4,1164.81,-392.85,4,-2558.68,-21.51,Low,24526.86,3241.77
0.06,-0.84,3.7,2.23,-9.74,-760.5,240.96,USA,4,916.35,-243.45,6,-1955.68,-14.96,Medium,-857.1,1507.61
0.48,3.52,3.52,0.47,-2.12,-830.52,147.44,UK,4,1004.64,-231.69,6,-2071.54,-16.13,Medium,16643.04,107.31
15.92,0.88,5.42,9.6,-5.26,-749.7,80.12,Europe,5,176.07,-305.1,6,-2817.64,-22,High,5606.52,639.35
0.93,-5.2,4.96,2.2,-2.48,-832.47,199.94,Europe,4,237.42,-267.36,14,-2976.24,-23.38,Low,13085.55,40.22
0.01,-0.3,2.18,0.51,-16.4,-764.28,154.06,Rest,7,1723.98,-478.59,12,-2214.12,-17.79,High,23859.69,159.39
1.89,-3.23,4.94,1.23,-14.24,-727.68,98.08,Rest,4,1001.43,-342.24,10,-656.66,-18.18,Low,24842.37,616.53
0.01,1.9,3.84,5.81,-4.72,-881.37,124.62,Rest,3,696.84,-393.24,16,-2768.22,-18.12,Very high,27662.34,45.78
0.54,-2.23,12.8,0.96,-13.28,-802.59,30.18,Europe,5,832.29,-345.21,6,-1928.54,-5.1,Medium,38699.43,196.94
1.34,4.21,7.44,7.24,-7.32,-1019.85,137.4,USA,2,304.71,-436.05,4,-674.02,-21.58,Medium,20687.31,2370.53
0,0.1,13.82,1.49,-6.82,-744.15,155.2,Europe,7,1882.38,-300.84,10,-3203.4,-21.44,Medium,-5624.16,248.81
0.41,-0.58,6.98,1.07,0.3,-855.15,193.48,Europe,5,131.07,-450.6,16,-2423.64,-24.05,Very low,28367.79,88.09
0.18,0.24,3.9,8.55,-7.42,-952.83,45.22,USA,2,531.63,-380.55,18,-2325.52,-18.82,Very low,16471.41,0
0.82,-0.44,15.18,6.73,-6.58,-864.99,71.06,UK,3,1700.97,-409.86,6,-2249.88,-24.3,Low,31107.33,999.41
0.69,-4.8,1.68,3.6,-20.1,-630.9,135.26,USA,5,616.26,-400.26,12,-2938.28,-21.41,Very high,21943.02,197.09
0.11,0.63,6.82,2.41,-7.46,-727.86,92.42,UK,6,2962.14,-296.49,8,-1570.22,-24.93,Very low,26969.01,0
