F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,Class
-0.33,-0.03,150,1.52,20,30.66,-7.18,272.86,9.1,6.23,-22.04,-26.32,30.45,-364.14,-6.51,False
-2.1,2.17,945,5.28,20,36.86,-11.1,122.86,6.85,5.52,-13.74,-31.32,15.45,-199.14,-8.04,False
-0.51,5.25,1035,4.4,20,30.36,-8.86,182.86,9,5.71,-20.74,-36.32,30,-289.14,,False
13.32,0.69,15,-4.48,2,20.84,-0.28,120.86,0.08,11.92,-24,-25.32,1.29,-190.14,-7.2,False
3.33,1.75,1035,4.62,20,35.86,-6.12,207.86,10.55,6.79,-17.16,-26.32,15.3,-484.14,,False
4.35,-0.73,990,-2.16,20,33.16,-4.44,312.86,12.4,7.01,-19.48,-46.32,16.8,25.86,,False
-2.64,2.53,1080,4.5,20,36.86,-9.42,277.86,13.1,5.39,-13.8,-36.32,21.3,-364.14,,True
1.83,-0.45,30,3.32,20,32.16,-6.2,297.86,7.1,6.11,-17.78,-36.32,26.25,-214.14,,False
0.06,-0.17,165,5.36,20,32.56,-4.18,127.86,5.95,6.57,-15.76,-36.32,22.05,-94.14,-9.22,True
15.81,0.6,12,-3.64,2,20.1,-0.6,75.86,1.45,10.72,-39.7,-25.32,1.53,-187.14,,True
-0.24,0.45,15,3.86,20,34.66,-9.1,242.86,7.95,7.5,-19.08,-21.32,27.9,-409.14,-8.12,True
14.49,1.26,39,-6.72,2,21.54,-0.4,105.86,2.03,9.93,-29.3,-21.32,3,-226.14,-8.03,True
4.44,-0.72,600,-1.14,20,29.36,-5.28,222.86,11.15,7.94,-25.1,-46.32,19.95,-184.14,,False
0.3,1.19,1080,4.5,20,29.96,-10.22,82.86,13.3,6.31,-15.62,-36.32,25.05,-334.14,,False
12.3,1.51,198,-14,2,21.68,0.08,118.86,1.71,10.8,-24.1,-23.32,2.91,-199.14,,True
12.33,2.51,105,-5.76,2,20.5,0.4,76.86,1.32,11.42,-23.72,-23.32,2.7,-262.14,-7.77,True
20.64,0.91,150,-4.38,2,21.52,6.42,103.86,0.89,11.89,-25.06,-25.32,1.44,-184.14,-8.08,True
1.98,1,480,0.74,20,39.06,-3.24,297.86,11.35,6.01,-14.4,-26.32,17.85,-469.14,,True
15.03,1.41,51,-5.62,2,20.08,3.44,99.86,1.45,12.17,-26.62,-25.32,0.15,-181.14,,False
18.63,2.32,108,-4.24,2,20.76,3.08,97.86,2,10.76,-24.78,-25.32,1.41,-172.14,,True
6.12,0.72,1050,4.1,20,31.16,1.88,117.86,12.95,6.25,-18.42,-46.32,16.05,-64.14,,False
13.68,0.69,6,-4.82,2,20.32,-0.44,78.86,1.91,12.49,-25.5,-23.32,1.2,-229.14,,False
2.58,-0.27,555,3.02,20,29.96,-1.98,252.86,13.95,6.82,-21.82,-36.32,21.75,-319.14,,False
-1.11,2.15,795,5.5,20,30.76,-10.14,92.86,5.15,5.84,-14.36,-36.32,28.5,-229.14,,False
13.35,4.76,45,-6.04,2,21.06,0.36,117.86,0.48,11.11,-29,-25.32,1.41,-202.14,-8.17,False
18.99,1.59,162,-9.6,2,21.14,2.08,120.86,1.07,10.94,-27.52,-23.32,1.95,-196.14,-6.93,False
26.79,1.29,18,-3.06,2,21.38,-0.7,86.86,0.93,9.9,-24.6,-21.32,2.19,-223.14,-8.95,True
13.53,2.3,114,-4.64,2,20.84,12.08,115.86,1.46,13.21,-25.58,-23.32,2.37,-274.14,-9.59,True
12.33,1.11,225,-5.7,2,21.4,-0.82,95.86,0.77,10.58,-23.76,-23.32,2.01,-166.14,,True
15.27,1.7,147,-4.32,2,20.92,-0.14,91.86,1.59,14.18,-25.2,-25.32,0.48,-172.14,,False
12.84,1.84,39,-5.4,2,21.54,1.3,83.86,0.61,10.73,-24.84,-21.32,2.79,-256.14,,True
15,3.95,63,-15.56,2,21.38,2.88,113.86,2.04,10.18,-24.7,-21.32,2.1,-229.14,-8.24,True
3.54,1.9,990,2.5,20,29.66,-2.1,237.86,6.4,7.71,-16.48,-46.32,25.5,25.86,-6.21,False
6.6,-0.85,405,0.26,20,30.96,-1.5,212.86,8.25,6.01,-18.48,-46.32,26.25,70.86,,False
25.56,2.69,48,-7.38,2,20.8,7.48,83.86,0.85,12.47,-24.34,-23.32,0.99,-202.14,,False
12.54,2.23,9,-5,2,20.72,1.52,86.86,0.44,11.11,-23.52,-21.32,2.25,-253.14,-8.25,True
0.15,1.22,705,5.5,20,37.16,-9.06,292.86,7.15,8.11,-16.98,-36.32,17.4,-244.14,-7.91,False
1.83,0.19,1005,5.2,20,32.26,-10.04,217.86,7.75,7.13,-16.34,-46.32,26.55,-64.14,-9.73,True
1.11,0.17,615,0.44,20,30.06,-7.78,127.86,6.7,6.2,-27.08,-46.32,19.05,115.86,-7.02,False
15.9,1.05,87,-3.34,2,21.34,2.82,106.86,0,12.2,-23.74,-23.32,2.37,-217.14,-8.23,True
-1.08,1.1,870,4.36,20,30.66,-6.36,127.86,8.8,5.56,-16.28,-36.32,25.05,-34.14,-9.19,True
15.75,2.83,81,-4.6,2,20.94,-0.84,108.86,0.2,13.61,-34.2,-25.32,2.64,-181.14,-8.08,False
-1.62,1.44,765,6,20,36.76,-6.02,242.86,6.65,5.83,-13.52,-36.32,21,-259.14,-7.92,True
12.48,1.47,63,-5.16,0,21.56,-0.3,101.86,0.29,9.9,-23.74,-23.32,0.78,-193.14,-7.85,True
13.26,2.19,27,-10.84,2,19.8,0.36,84.86,1.6,13.47,-25.12,-25.32,0.48,-166.14,-8.74,True
3.45,1.91,705,3.7,20,32.66,-8.88,137.86,8.35,8.47,-15.52,-26.32,15.6,-229.14,,False
22.29,1.66,192,-9.34,2,20.9,13.62,89.86,1.24,10.88,-26.54,-25.32,0.18,-163.14,,False
12.57,3.16,57,-4.26,2,20.88,-0.28,94.86,1.28,12.8,-24.5,-21.32,2.37,-229.14,,True
2.01,-0.4,450,3.46,20,30.26,-8.2,302.86,10.25,6.48,-17.24,-36.32,26.55,85.86,,False
13.11,2.48,9,-4.56,2,20.82,0.84,101.86,1.09,11.44,-25.92,-23.32,1.53,-241.14,,False
-0.24,0.41,240,2.64,20,33.56,-5.96,102.86,13.6,5.32,-27.1,-26.32,20.4,-499.14,,True
12.36,1.59,69,-3.74,2,20.94,0.18,110.86,1.84,10.59,-23.9,-23.32,2.4,-181.14,-9.2,True
0.45,-0.74,60,2,20,33.06,-8.08,232.86,5.75,5.91,-18.06,-36.32,18.9,-34.14,-7.72,False
10.74,-0.26,285,4.52,20,31.56,-6.12,147.86,5.8,7.21,-15.54,-36.32,26.85,-229.14,-9.43,True
14.58,1.44,54,-3.68,2,21.38,0.72,84.86,1.99,11.13,-23.96,-23.32,1.29,-196.14,,True
-0.54,5.63,1020,6.16,20,33.76,-10.5,307.86,13.15,5.3,-16.08,-26.32,28.35,-289.14,,False
4.23,1.33,975,4.44,20,31.66,-10.18,212.86,12.4,5.75,-15.48,-26.32,27.15,-349.14,,False
-0.21,0.48,570,5.94,20,32.46,-9.96,202.86,8.55,8.29,-14.42,-36.32,30.45,-424.14,-8.25,True
13.05,1.44,195,-3.56,2,21.12,1.54,93.86,1.06,10.53,-28.42,-23.32,1.95,-235.14,,True
20.13,1.13,12,-4.12,2,20.38,3.4,77.86,0.18,10.23,-27.2,-23.32,3,-211.14,-8.08,True
-2.64,0.93,300,5.92,20,34.06,-10.9,202.86,7.1,6.37,-14.88,-36.32,25.5,-484.14,,True
13.32,0.46,45,-4.08,2,20.66,-0.18,97.86,1.34,10.48,-27.5,-25.32,1.83,-181.14,-8.49,True
3.48,-0.37,420,5.86,20,34.56,-9.64,117.86,9.05,5.83,-14.5,-36.32,19.65,-169.14,,True
12.75,1.91,12,-4.92,2,20.22,1.24,77.86,1.22,13.55,-25.42,-23.32,1.02,-169.14,,True
18.36,1.53,18,-3.64,2,21.3,3.72,78.86,0.89,13.32,-23.64,-23.32,1.98,-253.14,,True
3.24,2.05,1005,-0.08,20,32.46,-7.78,287.86,9.05,8.68,-21.66,-36.32,19.2,-304.14,-6,False
15.03,2.13,21,-5.8,2,21,1.46,103.86,0.78,10.04,-23.84,-23.32,1.05,-259.14,-7.38,False
25.35,2.62,156,-5.94,2,21.12,-0.26,83.86,0.84,9.99,-25.98,-23.32,2.73,-256.14,,True
-1.65,1.98,1050,2.3,20,35.16,-10.26,167.86,6.05,5.36,-15.98,-36.32,16.05,-124.14,-7.26,False
-2.01,0.59,885,6.38,20,37.06,-10.36,207.86,9.7,5,-16.66,-36.32,18.45,-304.14,-8.49,True
11.31,2.82,81,-3.12,2,21.68,10.68,83.86,1.79,12.11,-24.88,-25.32,2.94,-193.14,,True
-1.65,0.87,975,3.54,20,32.96,-9.08,107.86,13.25,6.59,-15.4,-36.32,19.65,10.86,,True
15,1.53,39,-3.8,2,21.46,2.36,100.86,1.07,10.03,-24.26,-21.32,0.51,-238.14,,False
13.26,1.75,12,-7.86,2,20.9,9.04,120.86,1.84,10.35,-26.9,-21.32,1.68,-226.14,,False
6.48,0.26,885,0.48,20,30.76,-7.72,252.86,11.2,6.6,-18,-36.32,20.7,-94.14,-7.56,False
12.96,1.44,39,-4.38,2,19.88,-0.3,97.86,1.15,11.79,-24.3,-23.32,2.01,-196.14,-6.7,False
13.74,1.16,78,-10.64,2,20.72,1.46,106.86,1.84,12.35,-27.5,-23.32,3.15,-169.14,-9.11,True
16.11,1.34,129,-4.48,2,21.66,0.88,114.86,1.72,10.71,-25.98,-23.32,0.63,-178.14,,False
13.35,1.04,6,-3.6,0,21.28,-0.88,91.86,0.06,10.25,-32.44,-21.32,0.66,-244.14,,True
21.06,1.03,3,-6.64,2,21.5,1.98,102.86,1.54,10.11,-24.98,-23.32,1.17,-262.14,-9.46,True
13.11,1.3,36,-4.46,2,21.38,2.52,113.86,0.28,10.94,-25.5,-21.32,2.52,-220.14,-8.74,True
19.02,0.91,198,-3.48,2,21.44,3.72,116.86,1.58,11.67,-25.7,-25.32,2.31,-160.14,,True
0.27,1.74,795,4.24,20,32.26,-6.44,177.86,5.55,6.89,-16.24,-36.32,21.75,-499.14,,False
0.96,2.16,420,4.56,20,29.86,-9,182.86,5.3,7.69,-15.32,-36.32,25.8,-259.14,-5.94,False
0.12,0.18,210,-1.84,20,31.76,-7.96,202.86,7.55,9.02,-15.3,-36.32,23.4,-79.14,-7.19,False
-0.9,-0.23,45,-0.42,20,34.26,-7.8,252.86,8.9,5.75,-20.32,-26.32,19.8,-409.14,,False
14.88,3.72,45,-3.88,2,20.64,2.66,99.86,1.96,12.62,-24.94,-25.32,1.26,-172.14,-8.69,True
3.93,0.04,840,4.32,20,30.76,-6.06,172.86,10.8,7.76,-16.56,-36.32,21.75,-154.14,-7.29,False
1.86,0.41,615,2.82,20,29.96,-7.58,297.86,7.95,7.49,-19.02,-46.32,27,85.86,,False
16.74,0.98,21,-6.1,2,21.18,2.64,99.86,1.18,9.82,-31.82,-21.32,2.73,-277.14,,True
14.85,0.81,24,-6.34,2,21.44,0.32,104.86,1.05,10.49,-25.66,-25.32,0.81,-199.14,,True
3.39,1.46,90,3,20,31.86,-7.36,227.86,5.6,8.49,-16.44,-26.32,20.85,-484.14,,False
1.74,1,570,-0.66,20,33.96,-10.36,222.86,9.5,5.12,-15.46,-26.32,26.7,-424.14,-7.9,False
1.17,2.93,990,4.08,20,38.66,-10.86,227.86,5.6,8.55,-13.6,-26.32,23.4,-289.14,-8.15,False
19.68,1.89,36,-4.12,2,20.96,-0.36,119.86,1.55,9.93,-28.4,-21.32,2.94,-241.14,,False
8.04,1.84,705,6.58,20,34.56,-6.98,82.86,12.15,5.02,-15.3,-36.32,23.1,-409.14,-8.2,True
0.66,-0.86,870,4.02,20,31.96,-4.7,242.86,12.25,6.13,-19.84,-46.32,22.5,85.86,,False
0.6,0.86,555,6.06,20,33.16,-9.44,197.86,12.9,9.94,-20.28,-31.32,24,-199.14,,True
3.39,-0.4,255,3.22,20,35.06,-8.78,302.86,10.65,6.87,-16.3,-36.32,15.45,-454.14,,False
2.73,2.59,1125,6.18,20,34.46,-10.6,122.86,10.3,5.91,-14.2,-36.32,22.35,-409.14,-6.49,False
12.39,1.05,15,-3.46,2,21.58,0.64,113.86,0.84,12.04,-23.98,-25.32,0.84,-154.14,-8.4,True
13.59,4.45,78,-3.9,2,21.06,2.66,95.86,0.15,9.99,-30.68,-21.32,2.61,-217.14,-8.22,True
20.25,1.12,72,-4.12,2,20.38,3.56,97.86,1.42,13.41,-24.52,-23.32,0.96,-211.14,,False
20.13,1.04,153,-4,2,21.48,2.42,115.86,1.87,13.52,-25.98,-23.32,1.26,-271.14,,True
0.57,1.05,360,4.74,20,33.46,-5.06,167.86,7.25,8.06,-15.5,-36.32,17.7,-64.14,-8.15,True
-1.5,3.21,930,4.1,20,36.66,-5.46,207.86,14.8,10.65,-15.22,-26.32,15.45,-379.14,,False
2.22,-0.78,15,3.28,20,32.96,-10.16,112.86,10.45,6.54,-19.14,-31.32,18,-214.14,-8.29,False
15.18,1.37,9,-3.64,2,20.78,-0.96,101.86,0.54,10.29,-25.46,-21.32,1.92,-235.14,-6.65,False
0.3,0,75,6.24,20,36.06,-8.9,267.86,6.5,5.46,-17.08,-26.32,23.4,-214.14,,True
19.41,0.98,63,-6,2,20.6,-0.16,87.86,1.39,10.62,-23.7,-23.32,2.19,-271.14,-8.11,False
4.44,-0.5,240,2.52,20,30.96,-7.36,197.86,10.25,6.54,-16.96,-31.32,20.4,-199.14,-7.3,False
11.58,2.32,183,-5.36,2,21.7,-1.08,88.86,1.31,11,-25.64,-21.32,2.04,-244.14,-6.72,True
-1.65,0.81,690,2.74,20,37.56,-4.62,257.86,7.75,7.36,-14,-36.32,18,40.86,,True
9,1.78,645,5.64,20,33.06,-7.62,227.86,10.95,7.84,-15.96,-26.32,29.7,-319.14,,True
0.15,0.36,735,4.52,20,33.96,-10.98,152.86,7.4,5.18,-14.66,-36.32,22.5,-169.14,-7.54,True
17.34,1.11,138,-10.98,2,20.34,2.02,94.86,1.9,10.28,-24.08,-25.32,2.91,-193.14,-8.49,False
11.64,0.58,66,-7.26,2,21.72,1.64,88.86,0.84,10.01,-25.64,-25.32,1.62,-184.14,,True
16.47,0.63,54,-6.52,2,21.52,-0.56,95.86,0.42,13.17,-23.68,-25.32,1.59,-157.14,-8.94,True
13.02,1.01,9,-4.34,2,21.6,-1.38,95.86,0.77,9.82,-23.48,-23.32,1.71,-220.14,,True
16.32,0.7,39,-7.88,2,20.82,0.86,120.86,1.91,10.58,-24.9,-25.32,1.95,-205.14,,True
-1.86,-0.79,165,5.06,20,31.66,-9.32,127.86,7.1,6.05,-16.1,-36.32,24.9,25.86,-6.5,False
13.26,0.68,48,-5.14,2,20.64,2.98,118.86,1.37,10.31,-24.64,-23.32,2.85,-166.14,-8.53,True
12.72,2.23,87,-4.18,2,21.38,-0.72,93.86,0.99,9.91,-24.8,-23.32,2.52,-178.14,,True
2.97,0.97,375,1.64,20,31.56,-6.22,272.86,5.2,7.31,-17.9,-26.32,17.7,-349.14,,False
1.47,1.47,885,5.46,20,35.16,-6.08,132.86,10.65,6.21,-13.78,-36.32,19.5,-79.14,,True
13.62,1.2,51,-8.96,2,21.18,1.76,114.86,0.06,10.33,-25.9,-23.32,1.23,-196.14,-7.48,False
4.44,2.17,210,0.32,20,30.26,-6.78,182.86,6.75,6.86,-18,-46.32,19.05,-124.14,-6.87,False
6.66,2.12,795,1.7,20,30.86,-7.48,187.86,9.9,8.05,-19.12,-26.32,16.35,-424.14,,False
17.13,1.34,90,-4.22,2,21.64,3.36,98.86,1.24,11.2,-24.88,-21.32,1.74,-232.14,-9.12,True
-3.75,1.89,1080,5.22,20,37.46,-10.18,112.86,12.75,5.25,-18.98,-26.32,18.75,-244.14,,True
15.84,0.91,36,-3.82,2,21.26,-0.24,118.86,1.93,13.01,-23.78,-23.32,1.44,-244.14,-7.9,False
1.56,2.32,585,2.44,20,35.46,-6.82,162.86,10.4,5.36,-15.14,-26.32,19.35,-319.14,-8.03,True
17.49,2.74,48,-3.66,2,20.92,2.56,113.86,0.76,10.03,-25.9,-25.32,2.82,-175.14,-8.04,True
15.09,2.15,33,-4.7,2,20.42,3.56,94.86,1.6,10.64,-27.66,-23.32,0.48,-259.14,,False
14.61,0.67,6,-7.28,2,19.94,0.86,101.86,1.3,11.01,-25.42,-25.32,1.26,-205.14,,False
6.81,1.83,660,-1.26,20,30.16,-3.46,237.86,6.9,10.57,-19.06,-26.32,15.9,-409.14,,False
-4.32,1.28,795,6.52,20,38.46,-12.12,97.86,7.4,6.1,-15.14,-26.32,19.65,-334.14,,True
15.81,0.66,84,-5.84,2,20.62,0.48,86.86,1.83,12.41,-26,-25.32,1.74,-178.14,,True
14.67,1.86,6,-9.9,2,20.1,1.14,110.86,1.15,10.31,-25.34,-23.32,1.47,-166.14,-6.24,False
13.5,2.43,81,-3.86,2,20.66,0.12,102.86,1.51,10.2,-24.06,-25.32,0.75,-181.14,-7.26,False
14.13,1.11,114,-6.4,2,20.26,0.76,87.86,1.43,12.37,-25.34,-23.32,1.92,-175.14,-7.64,False
13.71,1.24,51,-10.12,2,19.66,8.5,115.86,1.91,11.71,-24.74,-23.32,0.87,-157.14,-7.2,False
-2.88,2.41,315,4.04,20,35.26,-11.3,247.86,7.35,4.84,-17.3,-36.32,27,-364.14,,True
4.89,0.1,1050,7.08,20,33.86,-9.06,202.86,6.25,4.72,-18.08,-46.32,31.05,-34.14,-7.71,True
-4.05,2.84,1050,1.96,20,37.06,-11.58,177.86,8.55,4.47,-15.42,-36.32,27,-229.14,-8.63,True
17.25,0.62,45,-4.02,2,21.36,-0.9,119.86,1.49,10.42,-28.94,-25.32,0.69,-208.14,-9.08,True
0.63,0.19,435,2.98,20,30.66,-8.78,162.86,5.7,7.91,-16.38,-46.32,22.35,-124.14,,False
-2.28,3.32,1065,4.48,20,35.06,-10.7,222.86,6.65,5.19,-16.92,-36.32,22.05,-259.14,,False
0.15,0.74,135,5.14,20,32.46,1.14,247.86,7.35,10.05,-15.22,-26.32,23.4,-469.14,-6.13,False
14.73,0.58,0,-5.34,2,19.82,1.16,113.86,1.06,11.31,-24.26,-24.32,2.52,-163.14,-7.35,True
1.11,1.9,1050,3.12,20,32.16,-6.26,287.86,5.1,6.03,-17.54,-36.32,24.45,-64.14,,False
-0.39,0.53,810,4.46,20,31.56,-9.9,222.86,14,5.6,-14.2,-36.32,28.95,-364.14,,True
18.72,1.18,75,-10.26,2,20.9,-1,85.86,0.63,10.65,-27.04,-25.32,0.87,-181.14,-8.35,False
2.16,0.44,735,-1.32,20,33.06,-10.56,142.86,9.6,5.09,-17.02,-36.32,27.45,25.86,-8.81,True
22.32,3.81,36,-5.4,2,21,0.22,105.86,0.97,10.55,-25.9,-23.32,0.6,-190.14,,False
16.35,1.11,186,-4.48,2,20.92,0.42,107.86,1.26,11.04,-24.26,-25.32,1.62,-178.14,,False
-3.21,1.35,915,6.48,20,38.86,-10.48,132.86,10.55,5.54,-15,-26.32,17.25,-394.14,-9.01,True
12.72,1.55,15,-3.54,2,21.18,3.86,85.86,1.12,10.73,-24.38,-23.32,2.13,-184.14,,True
16.32,1.94,15,-3.72,2,20.86,-0.54,98.86,0.22,9.93,-25.44,-23.32,2.37,-262.14,,True
15.78,1.74,48,-3.24,2,21.32,0.16,75.86,0.57,10.05,-22.96,-23.32,3.09,-262.14,,True
14.55,1.16,222,-5.6,2,21.62,0.54,78.86,1.61,11.08,-23.52,-21.32,1.59,-247.14,,True
15.93,0.65,72,-4.3,2,20.76,-0.7,98.86,1.99,11.85,-24.1,-25.32,2.43,-208.14,,True
18.42,1.08,54,-11.2,2,20.76,-0.04,114.86,0.62,10.59,-24.3,-23.32,2.7,-244.14,-8.21,False
2.52,-0.79,840,4.8,20,32.86,-7.62,212.86,10.4,7.04,-16.24,-46.32,25.05,40.86,,True
12.03,2.09,33,-5.78,2,21.26,-0.22,110.86,0.33,11.45,-25.44,-23.32,2.52,-259.14,-8.84,True
12.81,1.57,42,-4.86,2,21.08,-0.12,84.86,1.48,10.44,-33.12,-21.32,1.98,-220.14,-8.16,True
0.06,0.96,990,-0.32,20,35.16,-6.08,292.86,11.3,7.01,-14.26,-36.32,22.5,-244.14,,False
-1.29,-0.14,675,5.6,20,32.76,-6.36,292.86,8.9,5.68,-19.34,-46.32,28.2,-49.14,,True
3.36,-0.31,555,4.54,20,33.16,-8.18,297.86,12.8,6.99,-16.2,-31.32,21.15,-199.14,,False
20.49,1.65,156,-6.56,2,20.94,0,95.86,1.24,10.35,-28.86,-23.32,2.58,-184.14,-9.01,True
12,1.18,15,-3.38,2,21.08,6.54,93.86,0.28,10.53,-23.86,-23.32,2.52,-259.14,-8.5,True
-1.5,3.21,1050,4.14,20,36.76,-10.04,122.86,7.2,4.89,-13.18,-36.32,19.2,-484.14,-7.32,False
8.25,1.67,810,0.78,20,29.86,-5.26,317.86,8.55,7.9,-19.66,-36.32,19.5,-469.14,,False
15.42,1.41,9,-5.86,2,21.12,-1.08,85.86,0.56,10.66,-26.6,-21.32,1.56,-220.14,-8.62,True
16.11,0.89,3,-8.66,2,20.94,-0.3,120.86,1.68,13.43,-28.2,-23.32,0.78,-211.14,-8.18,False
13.23,1.57,33,-4.48,2,20.1,4.08,100.86,1.4,11.11,-25.48,-23.32,0.84,-157.14,,False
15.06,2.88,30,-4.86,2,20.76,9.62,112.86,1.43,10.48,-24.44,-23.32,1.14,-220.14,-7.15,False
-1.83,0.17,210,1.42,20,34.46,-10.52,112.86,12.45,5.28,-19.06,-26.32,17.4,-409.14,-9.01,True
18.93,0.81,6,-5.54,2,20.42,0.04,87.86,1.26,11.43,-25.8,-23.32,1.86,-271.14,,False
11.55,2.26,48,-5.44,2,21.62,-0.72,82.86,1.17,10.79,-23.38,-21.32,1.86,-256.14,,True
13.47,1.57,60,-3.76,2,21.64,1.7,75.86,1.26,14.46,-24.72,-21.32,0.09,-268.14,-8.83,True
13.77,0.89,81,-3.38,2,20.82,0.66,90.86,0.34,10.87,-23.96,-23.32,3,-184.14,-7.59,True
1.65,0.86,30,1.18,20,37.06,-8.28,277.86,6.8,6.72,-17.58,-36.32,18,-409.14,,True
-0.6,1.88,15,5.74,20,34.26,-8.78,217.86,8.15,5.46,-14.6,-21.32,23.1,-289.14,-9.12,True
16.41,1.43,195,-4.78,2,21.62,-0.42,124.86,1.07,13.64,-23.84,-25.32,1.95,-184.14,-9.09,True
12.87,2.18,48,-4.92,2,20.88,1.4,90.86,0.14,10.25,-24.46,-23.32,2.1,-172.14,-7.49,False
14.49,3.25,225,-6.22,2,21.22,-1.08,82.86,1.8,12.5,-23.78,-25.32,0.99,-181.14,,True
1.2,1.1,870,6.24,20,36.26,0.94,252.86,11.55,5.13,-15.34,-26.32,23.7,-274.14,,True
11.37,1.22,36,-6.66,2,21.44,-1.4,83.86,0.64,9.92,-25.66,-23.32,2.82,-184.14,,True
-2.13,1.11,450,6.02,20,32.16,-10.5,187.86,8.65,6.13,-18.06,-36.32,27,-364.14,,True
13.05,1.4,78,-5.28,0,20.54,4.48,91.86,1.12,11.08,-26.26,-25.32,2.07,-181.14,,True
16.71,4.22,12,-14.58,2,20.68,0.72,116.86,0.47,12.09,-25.76,-25.32,2.73,-199.14,-7.93,False
17.58,2.84,39,-5.56,2,19.98,1.9,105.86,1.44,10.86,-26.7,-23.32,2.28,-262.14,,False
5.46,2.26,675,4.96,20,30.56,-10.04,117.86,6.2,7.55,-17.66,-26.32,25.8,-484.14,-6.83,False
3.24,0.66,60,3.52,20,32.26,-4.08,222.86,6.4,7.75,-17.34,-26.32,16.65,-469.14,-6.23,False
20.79,3.49,3,-6.56,2,20.08,2.3,110.86,1.54,11.94,-27.34,-23.32,3.03,-223.14,,False
15.63,1.81,36,-3.22,2,21.64,0.1,78.86,1.8,10.33,-24.1,-21.32,1.05,-217.14,-9.06,True
2.52,-0.44,495,3.86,20,32.16,-7.38,177.86,14.5,7.74,-18.8,-36.32,16.05,85.86,,False
2.4,0.87,1035,-1.76,20,36.06,-9.46,272.86,7.55,5.96,-15.74,-46.32,17.55,-34.14,,True
7.38,0.11,615,-2.34,20,28.96,-5.08,297.86,13.75,9.28,-19.82,-46.32,24.3,-169.14,,False
19.35,1.85,1110,7.48,20,35.36,-8.68,72.86,11.15,6.47,-17.2,-36.32,24.75,-484.14,-8.81,True
1.92,1.67,630,0.58,20,30.76,-7.92,167.86,7.9,7.7,-20.32,-36.32,17.55,-499.14,,False
-1.02,1.65,1170,5.28,20,39.36,-10.52,112.86,12.5,4.66,-16.66,-26.32,17.1,-289.14,,True
-1.38,0.08,1050,4.94,20,33.76,-4.8,262.86,5.85,8.03,-15.86,-46.32,25.8,85.86,,True
17.49,1,24,-5.56,2,20.58,2.4,105.86,1.51,10.05,-24.58,-23.32,2.64,-190.14,-8.07,True
-2.67,1.55,1050,6.78,20,37.66,-11.3,302.86,7.5,6.08,-15.82,-26.32,23.55,-469.14,-6.2,False
13.14,1.15,198,-4.08,2,21.1,2.1,84.86,0.97,10.4,-24.34,-22.32,2.49,-214.14,,True
1.89,3.16,1020,6.96,20,36.66,-10.96,222.86,8,5.12,-16.12,-26.32,23.4,-244.14,,False
3.69,1.27,585,1.02,20,32.06,-10,107.86,7.7,5.66,-13.72,-36.32,25.5,-319.14,,True
3.57,0.33,180,3.98,20,34.06,-8.68,302.86,8.9,6.46,-26.54,-46.32,18.45,-109.14,,False
17.49,0.9,156,-4.04,2,21.24,-0.3,112.86,1.46,10.72,-24.4,-23.32,0.54,-166.14,-6.96,False
5.31,1.15,315,-0.78,20,30.76,-6.48,267.86,5.4,9.14,-18.08,-26.32,19.5,-349.14,,False
15.93,4.45,150,-3.54,2,21.68,0.2,109.86,0.31,10.95,-33.52,-23.32,2.19,-184.14,,True
12.96,1.88,18,-12.36,2,20.74,-0.46,106.86,1.28,10.54,-25.3,-23.32,2.04,-211.14,,False
1.95,-0.43,450,2.58,20,32.46,-10.46,92.86,11.4,5.44,-18.3,-26.32,20.55,-214.14,,True
15.66,0.83,15,-3.74,2,20.9,6.18,85.86,1.84,10.12,-24.98,-23.32,1.77,-259.14,,True
7.38,0.05,795,0.58,20,30.36,-5.16,292.86,13.3,8.37,-22.6,-46.32,17.4,-184.14,-6.79,False
14.88,1.03,12,-4.92,2,20.96,3.72,95.86,1.09,11.41,-25.74,-23.32,2.55,-151.14,-8.32,True
14.82,2.5,27,-10.3,2,20.76,-0.26,80.86,1.03,11.01,-29.84,-21.32,1.26,-235.14,-6.54,False
3.69,-0.67,555,-0.96,20,30.66,-6.7,302.86,11.05,7.28,-19.78,-46.32,19.95,-49.14,-5.75,False
-0.18,2.71,810,0.68,20,34.76,-4.18,272.86,9.25,10.51,-15,-36.32,18.9,-19.14,-7.08,False
2.28,3.02,615,4.36,20,31.06,-7.44,297.86,6.2,7.64,-17.34,-46.32,26.4,-139.14,-7.24,False
12.81,3.77,78,-4.6,2,21.26,1.6,94.86,0.29,10.47,-28.66,-25.32,2.73,-160.14,-9.56,True
2.85,0.65,630,3.64,20,34.96,-6.98,307.86,6.35,5.87,-16.98,-46.32,18.45,70.86,,False
12.9,1.28,30,-4.04,2,21.22,1.1,111.86,0.55,11.52,-24.06,-25.32,0.63,-202.14,,False
-0.36,1.22,975,0.08,20,35.66,-10.66,142.86,8.65,6.19,-17.2,-36.32,18.45,-289.14,-6.57,False
15.18,0.36,0,-3.78,2,20.36,0.88,99.86,1.62,12.72,-25.24,-22.32,1.26,-160.14,,True
27.33,2.19,123,-7.12,2,19.68,2.76,116.86,1.68,11.6,-25.4,-25.32,2.82,-184.14,,False
